SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,SeasonBins
0.0,2,2,4,13,Returning_Visitor,False,2
0.0,2,4,1,2,Returning_Visitor,True,2
0.0,2,5,1,4,Returning_Visitor,False,2
0.0,1,1,1,15,Returning_Visitor,True,2
0.0,1,1,4,1,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,2,2,8,16,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.0,2,2,2,11,Returning_Visitor,False,2
0.0,1,1,7,3,New_Visitor,False,2
0.0,2,2,7,1,New_Visitor,False,2
0.0,1,1,1,4,Returning_Visitor,False,2
0.4,2,2,4,13,Returning_Visitor,False,2
0.0,3,2,1,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.2,2,2,7,2,Returning_Visitor,False,2
0.8,1,1,1,1,Returning_Visitor,False,2
0.0,2,4,2,3,Returning_Visitor,True,2
0.0,2,2,2,4,Returning_Visitor,False,2
0.0,2,10,2,3,Returning_Visitor,False,2
0.0,2,2,5,2,New_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,10,3,2,New_Visitor,False,2
0.0,2,4,5,1,Returning_Visitor,False,2
0.6,2,4,3,1,Returning_Visitor,False,2
0.8,1,1,1,3,Returning_Visitor,False,2
0.0,2,2,8,6,Returning_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,1,1,1,2,Returning_Visitor,True,2
0.0,2,2,6,11,Returning_Visitor,True,2
0.0,2,2,3,13,Returning_Visitor,False,2
0.0,3,2,3,1,Returning_Visitor,False,2
0.0,2,5,2,4,Returning_Visitor,True,2
1.0,1,1,3,7,Returning_Visitor,True,2
0.0,1,1,1,4,Returning_Visitor,True,2
0.2,3,2,3,13,Returning_Visitor,False,2
0.6,1,1,3,2,Returning_Visitor,False,2
0.6,3,2,7,13,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.0,2,2,2,6,Returning_Visitor,True,2
0.6,2,2,3,4,Returning_Visitor,False,2
1.0,1,1,3,4,Returning_Visitor,True,2
0.0,2,2,9,4,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,1,2,4,15,Returning_Visitor,True,2
0.0,1,2,2,2,Returning_Visitor,True,2
0.0,2,2,4,4,Returning_Visitor,False,2
0.0,2,2,7,4,Returning_Visitor,False,2
0.6,2,2,1,3,New_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.6,2,5,1,2,Returning_Visitor,False,2
0.0,3,2,2,11,Returning_Visitor,False,2
0.8,4,1,1,2,Returning_Visitor,False,2
0.0,3,2,6,13,Returning_Visitor,False,2
0.0,2,4,1,3,Returning_Visitor,False,2
0.8,2,2,3,2,Returning_Visitor,False,2
0.0,2,2,2,7,Returning_Visitor,False,2
0.0,3,2,6,4,Returning_Visitor,True,2
0.0,2,2,9,1,Returning_Visitor,True,2
0.2,3,2,1,2,Returning_Visitor,False,2
0.0,2,2,5,2,Returning_Visitor,False,2
0.8,3,2,4,13,Returning_Visitor,False,2
0.0,2,2,6,5,New_Visitor,False,2
0.0,3,2,1,3,New_Visitor,False,2
0.0,2,5,6,1,Returning_Visitor,True,2
0.0,2,2,1,13,Returning_Visitor,False,2
0.6,2,4,1,6,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,True,2
1.0,1,1,1,17,Returning_Visitor,True,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.8,2,10,7,4,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,False,2
1.0,2,2,7,3,Returning_Visitor,True,2
0.8,2,2,1,1,Returning_Visitor,False,2
0.0,4,1,1,3,Returning_Visitor,False,2
0.0,1,1,2,3,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.6,2,2,7,1,Returning_Visitor,False,2
0.0,1,1,6,2,Returning_Visitor,False,2
0.0,3,2,1,13,Returning_Visitor,False,2
0.6,1,1,1,2,New_Visitor,False,2
1.0,2,2,4,13,Returning_Visitor,True,2
0.8,3,2,1,2,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.6,1,6,1,4,Returning_Visitor,False,2
1.0,1,1,1,3,Returning_Visitor,True,2
0.0,2,4,6,5,New_Visitor,False,2
0.0,3,2,4,2,Returning_Visitor,False,2
0.0,1,2,6,4,Returning_Visitor,True,2
0.6,1,2,2,4,New_Visitor,False,2
0.0,3,2,2,3,Returning_Visitor,False,2
0.0,1,2,2,13,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,4,2,1,5,New_Visitor,False,2
0.0,2,2,2,1,Returning_Visitor,True,2
0.0,3,2,8,2,Returning_Visitor,False,2
0.0,1,1,1,2,Returning_Visitor,False,2
1.0,2,2,9,2,Returning_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,1,2,8,6,Returning_Visitor,False,2
0.0,3,2,1,13,Returning_Visitor,False,2
0.0,1,1,1,2,Returning_Visitor,False,2
0.0,2,2,3,14,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,2,2,3,6,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,7,4,Returning_Visitor,True,2
0.6,3,2,2,3,Returning_Visitor,False,2
0.0,6,2,3,5,Returning_Visitor,False,2
0.4,2,2,1,3,Returning_Visitor,False,2
0.0,2,4,3,4,Returning_Visitor,False,2
0.0,3,2,3,18,Returning_Visitor,True,2
0.6,2,6,2,3,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,3,2,3,6,Returning_Visitor,False,2
0.0,1,1,1,2,New_Visitor,False,2
0.0,3,2,4,2,Returning_Visitor,True,2
0.0,2,2,2,2,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.2,3,2,3,3,Returning_Visitor,False,2
0.0,2,2,9,5,New_Visitor,False,2
0.0,2,2,1,1,New_Visitor,True,2
0.6,3,7,3,3,Returning_Visitor,False,2
0.2,3,2,1,19,Returning_Visitor,False,2
0.8,2,2,2,6,Returning_Visitor,False,2
0.0,2,2,6,3,Returning_Visitor,False,2
0.0,3,2,1,2,Returning_Visitor,False,2
0.0,2,2,8,18,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,False,2
0.8,2,2,1,4,Returning_Visitor,False,2
0.6,3,2,1,3,Returning_Visitor,False,2
0.6,2,2,2,19,Returning_Visitor,False,2
0.0,1,1,5,3,New_Visitor,False,2
0.0,2,2,6,13,Returning_Visitor,False,2
1.0,1,1,1,3,Returning_Visitor,True,2
0.0,2,4,9,3,Returning_Visitor,False,2
0.6,3,2,2,6,Returning_Visitor,False,2
0.8,2,2,1,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,1,1,1,4,Returning_Visitor,False,2
0.8,2,2,3,1,Returning_Visitor,False,2
0.2,3,2,1,1,Returning_Visitor,False,2
0.6,1,1,1,1,Returning_Visitor,False,2
0.0,2,2,6,13,Returning_Visitor,False,2
0.4,2,2,1,11,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,False,2
0.0,2,10,3,2,Returning_Visitor,False,2
0.0,4,1,2,4,Returning_Visitor,True,2
0.8,2,2,7,4,Returning_Visitor,False,2
0.0,2,6,7,3,Returning_Visitor,False,2
0.0,2,2,6,4,Returning_Visitor,False,2
0.0,3,2,7,5,Returning_Visitor,False,2
0.0,1,1,7,2,Returning_Visitor,True,2
0.8,2,7,9,11,Returning_Visitor,False,2
0.8,2,2,3,4,New_Visitor,False,2
0.6,2,2,3,2,Returning_Visitor,False,2
0.0,2,2,5,4,Returning_Visitor,False,2
0.0,2,2,2,14,Returning_Visitor,True,2
0.0,2,5,7,3,Returning_Visitor,False,2
0.0,3,2,6,3,Returning_Visitor,False,2
0.8,2,2,4,2,Returning_Visitor,False,2
0.0,1,1,3,2,Returning_Visitor,False,2
0.8,2,2,1,6,Returning_Visitor,False,2
0.8,2,2,3,2,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,3,2,1,2,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.4,2,2,1,3,Returning_Visitor,False,2
0.0,1,1,3,11,Returning_Visitor,True,2
0.8,2,2,6,4,Returning_Visitor,False,2
0.0,2,2,7,1,Returning_Visitor,True,2
0.0,2,7,4,4,Returning_Visitor,False,2
0.0,2,2,5,4,Returning_Visitor,False,2
1.0,3,2,7,4,Returning_Visitor,True,2
0.0,3,2,4,2,Returning_Visitor,False,2
0.0,2,2,1,4,New_Visitor,False,2
0.0,1,1,2,3,New_Visitor,False,2
0.0,1,1,1,4,Returning_Visitor,False,2
0.0,2,2,4,13,Returning_Visitor,False,2
0.0,4,1,1,3,Returning_Visitor,False,2
0.0,4,1,2,3,Returning_Visitor,True,2
0.0,1,1,4,3,Returning_Visitor,False,2
0.0,1,1,3,2,Returning_Visitor,False,2
0.6,4,2,1,3,Returning_Visitor,False,2
0.4,1,1,3,4,Returning_Visitor,False,2
0.2,2,2,1,3,Returning_Visitor,False,2
0.8,3,2,1,3,Returning_Visitor,False,2
0.6,4,2,1,6,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,True,2
0.4,2,2,3,4,Returning_Visitor,False,2
0.0,3,2,6,3,Returning_Visitor,False,2
0.0,3,2,1,11,Returning_Visitor,True,2
0.0,1,8,4,20,Returning_Visitor,True,2
1.0,4,1,2,3,Returning_Visitor,True,2
0.0,2,2,3,5,New_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,1,1,1,6,New_Visitor,True,2
0.8,2,4,1,3,Returning_Visitor,False,2
1.0,2,2,1,6,Returning_Visitor,True,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,2,5,1,19,Returning_Visitor,False,2
0.0,1,1,2,20,Returning_Visitor,False,2
0.0,2,2,4,4,Returning_Visitor,False,2
0.0,2,2,6,3,Returning_Visitor,False,2
0.0,3,2,3,2,New_Visitor,True,2
0.6,2,2,1,2,Returning_Visitor,False,2
0.8,2,2,3,1,Returning_Visitor,False,2
0.0,2,2,4,2,New_Visitor,True,2
0.0,3,2,8,2,Returning_Visitor,True,2
0.8,3,2,8,4,Returning_Visitor,False,2
0.0,2,5,5,1,Returning_Visitor,False,2
0.0,3,2,2,2,Returning_Visitor,False,2
0.0,4,1,3,2,Returning_Visitor,False,2
0.4,2,2,2,4,Returning_Visitor,False,2
0.0,1,1,3,4,Returning_Visitor,False,2
0.0,2,2,1,6,Returning_Visitor,False,2
0.0,2,2,7,13,Returning_Visitor,False,2
0.2,1,1,1,1,Returning_Visitor,False,2
0.0,2,6,1,3,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,9,3,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.8,2,5,2,3,Returning_Visitor,False,2
0.8,3,2,1,13,Returning_Visitor,False,2
0.4,2,5,1,1,Returning_Visitor,False,2
0.0,3,2,1,6,Returning_Visitor,False,2
0.0,2,4,1,4,New_Visitor,False,2
0.0,1,1,6,1,Returning_Visitor,False,2
0.0,2,2,8,4,Returning_Visitor,False,2
0.4,2,2,1,3,Returning_Visitor,False,2
0.0,1,1,3,2,Returning_Visitor,True,2
0.0,2,2,2,13,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.6,2,2,4,6,Returning_Visitor,False,2
0.8,2,2,1,6,Returning_Visitor,False,2
0.6,2,2,4,13,Returning_Visitor,False,2
0.4,2,5,3,3,Returning_Visitor,False,2
0.0,3,2,2,1,Returning_Visitor,False,2
0.4,3,2,1,13,Returning_Visitor,False,2
0.8,2,2,7,6,Returning_Visitor,False,2
0.4,2,5,1,4,Returning_Visitor,False,2
0.0,2,5,4,2,Returning_Visitor,False,2
0.0,2,2,1,14,Returning_Visitor,False,2
0.6,2,5,3,1,Returning_Visitor,False,2
0.0,2,10,7,4,Returning_Visitor,False,2
0.0,3,3,4,4,Returning_Visitor,False,2
0.0,2,2,2,6,Returning_Visitor,False,2
0.0,2,2,8,3,New_Visitor,False,2
0.0,3,2,1,1,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,False,2
0.4,2,2,2,2,Returning_Visitor,False,2
0.6,2,2,3,1,Returning_Visitor,False,2
0.0,2,4,1,2,Returning_Visitor,False,2
0.0,3,2,4,6,New_Visitor,False,2
0.0,4,1,3,2,New_Visitor,True,2
0.0,2,2,6,4,Returning_Visitor,False,2
0.8,3,2,1,4,Returning_Visitor,False,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,2,5,3,3,Returning_Visitor,False,2
0.0,2,2,1,16,New_Visitor,False,2
0.8,1,1,1,4,Returning_Visitor,False,2
0.0,1,1,4,2,Returning_Visitor,True,2
0.0,2,2,3,11,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,True,2
0.0,2,2,2,13,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,3,2,9,2,Returning_Visitor,False,2
0.0,4,1,1,4,Returning_Visitor,False,2
0.0,3,2,7,1,Returning_Visitor,False,2
0.0,1,2,4,5,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,True,2
0.0,1,2,2,2,Returning_Visitor,False,2
0.0,2,2,1,3,New_Visitor,False,2
0.0,2,2,7,14,Returning_Visitor,False,2
0.2,2,2,1,3,Returning_Visitor,False,2
0.0,3,2,4,4,Returning_Visitor,True,2
0.0,2,2,3,2,Returning_Visitor,False,2
0.0,2,10,6,1,Returning_Visitor,True,2
0.4,2,2,4,4,Returning_Visitor,False,2
0.0,3,2,4,2,Returning_Visitor,False,2
0.4,1,1,7,19,Returning_Visitor,False,2
0.0,3,2,5,4,New_Visitor,True,2
0.2,2,2,6,1,Returning_Visitor,False,2
0.0,2,4,3,1,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.2,3,2,4,4,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,2,3,Returning_Visitor,True,2
0.2,3,2,3,3,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.8,3,2,3,4,Returning_Visitor,False,2
0.0,3,2,3,2,New_Visitor,True,2
0.4,2,2,5,2,Returning_Visitor,False,2
0.0,3,2,7,3,Returning_Visitor,False,2
0.0,2,4,1,4,Returning_Visitor,False,2
0.0,2,2,3,13,Returning_Visitor,False,2
0.0,1,1,1,4,Returning_Visitor,True,2
0.0,3,2,3,3,Returning_Visitor,False,2
0.0,1,1,4,2,New_Visitor,True,2
0.6,2,2,9,13,Returning_Visitor,False,2
0.0,2,2,7,1,Returning_Visitor,True,2
1.0,2,2,1,6,Returning_Visitor,True,2
1.0,2,2,1,13,Returning_Visitor,True,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,1,1,4,4,Returning_Visitor,True,2
0.4,3,2,1,13,Returning_Visitor,False,2
0.2,2,2,3,2,New_Visitor,False,2
0.0,2,2,1,13,Returning_Visitor,False,2
0.0,2,2,7,13,Returning_Visitor,False,2
0.0,2,4,4,4,New_Visitor,False,2
0.0,3,2,1,3,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,False,2
0.0,2,5,1,2,New_Visitor,True,2
0.6,2,2,2,2,Returning_Visitor,False,2
0.0,3,2,1,13,Returning_Visitor,False,2
0.4,2,2,7,4,Returning_Visitor,False,2
0.8,2,2,2,2,New_Visitor,False,2
0.0,3,2,1,4,Returning_Visitor,True,2
0.8,2,6,3,2,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,True,2
0.0,2,5,7,1,Returning_Visitor,False,2
0.4,3,2,4,13,Returning_Visitor,False,2
0.8,3,2,8,4,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.6,2,4,3,2,Returning_Visitor,False,2
0.4,3,2,6,1,Returning_Visitor,False,2
0.0,2,2,1,6,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,True,2
0.4,2,1,7,4,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,2,2,3,4,Returning_Visitor,True,2
0.8,3,2,4,3,Returning_Visitor,False,2
1.0,3,2,3,1,Returning_Visitor,True,2
0.0,2,2,6,6,Returning_Visitor,False,2
0.0,2,2,6,6,Returning_Visitor,True,2
0.0,2,2,1,11,Returning_Visitor,True,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,1,1,2,2,Returning_Visitor,True,2
0.0,2,2,6,4,Returning_Visitor,False,2
0.6,2,2,4,2,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.4,3,2,1,3,Returning_Visitor,False,2
0.6,2,4,9,3,Returning_Visitor,False,2
0.0,1,1,4,2,New_Visitor,False,2
0.0,3,2,4,1,Returning_Visitor,False,2
0.0,3,2,1,11,Returning_Visitor,False,2
0.0,3,2,2,13,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,3,2,2,6,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,True,2
0.0,2,2,4,2,Returning_Visitor,True,2
0.6,2,2,1,3,Returning_Visitor,False,2
0.2,2,4,1,2,New_Visitor,False,2
0.4,2,4,6,6,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,True,2
0.0,2,2,1,2,New_Visitor,False,2
0.0,2,2,4,6,Returning_Visitor,True,2
0.6,3,2,1,4,Returning_Visitor,False,2
0.2,2,2,1,2,New_Visitor,False,2
0.0,2,2,7,2,Returning_Visitor,True,2
0.6,2,4,1,2,New_Visitor,False,2
0.0,3,2,4,1,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,False,2
0.8,2,6,1,2,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,True,2
0.0,4,1,7,4,New_Visitor,True,2
0.4,2,2,5,4,Returning_Visitor,False,2
0.8,3,2,8,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,True,2
0.0,2,2,6,6,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.0,2,6,1,3,Returning_Visitor,False,2
0.8,2,2,3,4,Returning_Visitor,False,2
0.2,2,2,2,2,Returning_Visitor,False,2
0.0,2,2,4,2,Returning_Visitor,False,2
0.4,3,2,1,3,Returning_Visitor,False,2
0.8,3,2,3,1,Returning_Visitor,False,2
0.0,2,4,1,5,Returning_Visitor,False,2
0.0,2,2,8,4,Returning_Visitor,False,2
0.0,2,2,6,4,Returning_Visitor,False,2
1.0,2,6,2,2,Returning_Visitor,True,2
0.0,2,4,3,3,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,2,2,1,5,Returning_Visitor,True,2
0.2,2,5,1,3,Returning_Visitor,False,2
0.0,3,2,4,6,Returning_Visitor,True,2
0.0,2,4,4,1,Returning_Visitor,True,2
1.0,3,3,3,4,Returning_Visitor,True,2
0.0,2,5,3,4,New_Visitor,True,2
0.0,2,4,5,5,New_Visitor,False,2
1.0,2,2,3,2,Returning_Visitor,True,2
1.0,3,2,3,11,Returning_Visitor,True,2
0.0,2,4,3,3,Returning_Visitor,False,2
0.0,2,2,2,1,Returning_Visitor,False,2
0.0,1,8,4,6,Returning_Visitor,True,2
0.4,3,2,3,6,Returning_Visitor,False,2
0.6,2,2,1,6,Returning_Visitor,False,2
1.0,3,2,4,13,Returning_Visitor,True,2
0.8,2,2,6,13,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,1,1,6,4,Returning_Visitor,True,2
0.6,1,1,1,3,Returning_Visitor,False,2
0.8,2,2,2,13,Returning_Visitor,False,2
0.0,2,5,1,2,Returning_Visitor,True,2
0.0,4,2,8,3,Returning_Visitor,True,2
1.0,3,2,1,3,Returning_Visitor,True,2
0.0,2,5,6,6,Returning_Visitor,True,2
0.0,2,2,2,6,Returning_Visitor,False,2
0.0,4,2,2,4,Returning_Visitor,False,2
0.0,2,5,1,3,Returning_Visitor,False,2
0.0,1,1,1,1,Returning_Visitor,False,2
0.0,2,4,3,2,Returning_Visitor,False,2
0.2,2,2,6,1,Returning_Visitor,False,2
0.0,3,2,4,3,Returning_Visitor,False,2
0.0,2,2,7,1,Returning_Visitor,True,2
0.0,3,2,8,15,New_Visitor,True,2
0.0,2,2,2,1,Returning_Visitor,False,2
0.0,2,2,2,13,Returning_Visitor,False,2
0.2,1,1,2,3,Returning_Visitor,False,2
0.0,2,4,3,2,Returning_Visitor,False,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,1,1,3,2,Returning_Visitor,False,2
0.0,3,2,3,13,Returning_Visitor,True,2
0.6,2,2,3,6,Returning_Visitor,False,2
0.0,2,2,6,6,Returning_Visitor,False,2
0.0,1,1,3,3,Returning_Visitor,False,2
0.0,2,2,7,3,New_Visitor,False,2
0.6,2,5,1,3,Returning_Visitor,False,2
0.8,2,2,7,3,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,2,2,4,4,Returning_Visitor,False,2
0.0,4,2,6,3,Returning_Visitor,True,2
0.0,2,2,1,13,Returning_Visitor,False,2
0.0,2,2,6,1,Returning_Visitor,False,2
0.0,2,4,1,1,Returning_Visitor,False,2
0.0,2,2,4,4,Returning_Visitor,False,2
0.0,3,3,4,2,New_Visitor,True,2
0.0,2,2,1,5,New_Visitor,False,2
1.0,2,2,5,1,Returning_Visitor,True,2
0.0,1,1,2,4,Returning_Visitor,False,2
0.8,2,2,1,1,Returning_Visitor,False,2
0.0,4,1,5,1,Returning_Visitor,True,2
0.8,2,2,3,1,Returning_Visitor,False,2
0.0,1,1,6,1,Returning_Visitor,False,2
0.0,2,2,6,6,New_Visitor,False,2
0.8,2,2,1,2,Returning_Visitor,False,2
0.4,2,5,1,1,Returning_Visitor,False,2
0.8,3,2,1,1,Returning_Visitor,False,2
0.0,2,2,7,4,New_Visitor,True,2
0.0,2,2,1,5,Returning_Visitor,False,2
0.8,2,4,4,2,Returning_Visitor,False,2
0.0,2,5,7,3,Returning_Visitor,False,2
0.0,3,2,1,13,Returning_Visitor,False,2
0.0,3,2,3,2,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.0,3,2,7,11,New_Visitor,False,2
0.0,1,1,7,4,Returning_Visitor,False,2
0.6,1,1,4,3,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.0,2,2,1,2,Returning_Visitor,False,2
0.4,2,6,1,3,Returning_Visitor,False,2
0.6,2,2,2,2,Returning_Visitor,False,2
0.4,2,2,7,3,Returning_Visitor,False,2
0.0,2,2,3,2,Returning_Visitor,False,2
1.0,1,1,7,3,Returning_Visitor,True,2
0.0,3,2,6,5,New_Visitor,False,2
0.6,3,2,1,13,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,False,2
0.0,2,10,3,4,Returning_Visitor,True,2
0.0,2,2,1,6,Returning_Visitor,True,2
0.4,2,12,8,3,Returning_Visitor,False,2
0.0,2,2,1,5,New_Visitor,False,2
0.0,2,2,5,2,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,2,2,2,2,Returning_Visitor,False,2
0.8,4,1,4,2,Returning_Visitor,False,2
0.6,4,1,3,3,Returning_Visitor,False,2
0.0,4,2,4,4,Returning_Visitor,False,2
0.0,1,1,3,4,Returning_Visitor,False,2
0.0,2,5,1,2,Returning_Visitor,False,2
0.0,4,1,1,1,Returning_Visitor,False,2
0.2,3,2,1,3,Returning_Visitor,False,2
0.2,1,1,3,4,Returning_Visitor,False,2
1.0,2,2,4,2,Returning_Visitor,True,2
0.0,2,2,1,5,New_Visitor,False,2
0.8,3,2,1,13,Returning_Visitor,False,2
0.0,2,2,5,3,New_Visitor,True,2
0.0,2,2,1,1,Returning_Visitor,True,2
0.6,3,2,3,1,Returning_Visitor,False,2
0.8,3,2,3,3,Returning_Visitor,False,2
0.0,2,4,2,2,New_Visitor,False,2
0.0,3,2,4,13,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.6,3,3,7,11,New_Visitor,False,2
0.8,2,2,6,11,Returning_Visitor,False,2
0.0,2,2,3,1,Returning_Visitor,False,2
0.6,3,2,3,2,Returning_Visitor,False,2
0.6,3,2,7,4,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,False,2
0.0,2,2,3,2,New_Visitor,False,2
0.0,2,2,4,2,Returning_Visitor,False,2
0.0,3,2,2,3,Returning_Visitor,False,2
0.8,2,2,3,4,Returning_Visitor,False,2
0.0,2,2,1,3,Returning_Visitor,True,2
0.8,3,2,3,13,Returning_Visitor,False,2
0.0,2,2,7,1,Returning_Visitor,False,2
0.0,2,7,3,11,Returning_Visitor,True,2
0.0,3,2,5,4,Returning_Visitor,True,2
0.8,3,2,6,1,Returning_Visitor,False,2
0.0,4,1,3,4,Returning_Visitor,True,2
0.6,3,2,2,3,Returning_Visitor,False,2
0.6,1,1,1,2,Returning_Visitor,False,2
0.0,4,2,4,2,Returning_Visitor,False,2
0.0,2,2,4,13,Returning_Visitor,False,2
0.6,1,1,3,3,Returning_Visitor,False,2
0.0,2,2,3,3,Returning_Visitor,False,2
0.0,2,2,4,1,Returning_Visitor,False,2
0.0,3,2,8,1,Returning_Visitor,False,2
0.0,3,2,4,13,Returning_Visitor,False,2
1.0,2,6,1,2,Returning_Visitor,True,2
0.0,3,3,4,3,Returning_Visitor,False,2
0.2,1,2,1,4,Returning_Visitor,False,2
0.0,3,2,1,4,Returning_Visitor,False,2
0.0,2,4,7,2,Returning_Visitor,False,2
0.0,1,1,1,3,Returning_Visitor,True,2
0.6,2,2,1,2,Returning_Visitor,False,2
0.8,2,4,1,3,Returning_Visitor,False,2
0.0,2,2,7,2,Returning_Visitor,False,2
0.0,2,2,5,2,Returning_Visitor,False,2
0.0,3,2,3,13,Returning_Visitor,True,2
0.0,2,6,6,3,Returning_Visitor,False,2
1.0,1,1,3,4,Returning_Visitor,True,2
1.0,2,2,1,5,Returning_Visitor,True,2
0.0,2,2,8,2,Returning_Visitor,False,2
0.0,1,8,6,6,New_Visitor,False,2
0.0,2,2,2,11,Returning_Visitor,True,2
0.0,3,2,2,13,Returning_Visitor,False,2
0.8,3,2,1,13,Returning_Visitor,False,2
0.0,2,2,7,2,Returning_Visitor,False,2
0.0,2,2,4,3,Returning_Visitor,False,2
0.0,1,1,4,2,Returning_Visitor,False,2
0.0,2,2,2,2,New_Visitor,True,2
0.6,2,2,1,6,Returning_Visitor,False,2
0.0,2,2,3,4,Returning_Visitor,False,2
0.8,3,2,1,3,Returning_Visitor,False,2
1.0,3,2,8,2,Returning_Visitor,True,2
0.0,4,2,3,1,Returning_Visitor,False,2
0.0,2,2,1,4,Returning_Visitor,True,2
0.0,2,2,1,4,Returning_Visitor,True,2
